"tournament","city","country","date","tournament_type","discipline","round","winner","nb_sets","retired","game_1_score","game_2_score","game_3_score","team_one_players","team_two_players","team_one_nationalities","team_two_nationalities","team_one_total_points","team_two_total_points","team_one_most_consecutive_points","team_two_most_consecutive_points","team_one_game_points","team_two_game_points","team_one_most_consecutive_points_game_1","team_two_most_consecutive_points_game_1","team_one_game_points_game_1","team_two_game_points_game_1","game_1_scores","team_one_most_consecutive_points_game_2","team_two_most_consecutive_points_game_2","team_one_game_points_game_2","team_two_game_points_game_2","game_2_scores","team_one_most_consecutive_points_game_3","team_two_most_consecutive_points_game_3","team_one_game_points_game_3","team_two_game_points_game_3","game_3_scores","team_one_pre_match_elo","team_two_pre_match_elo","team_one_pre_match_weighted_elo","team_two_pre_match_weighted_elo"
"Barcelona Spain Masters 2019","Barcelona","Spain","19-02-2019","HSBC BWF World Tour Super 300","WS","Qualification quarter final",1,3,"False","21-17","15-21","21-13","Viktoriia Vorobeva","Blanca Lucas","RUS","ESP",57,51,6,4,4,1,6,3,3,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '7-7', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",3,4,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '15-17', '15-18', '15-19', '15-20', '15-21']",5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '12-5', '13-5', '14-5', '15-5', '15-6', '15-7', '15-8', '16-8', '17-8', '17-9', '17-10', '18-10', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",1429.05106443607,1500,1408.71523447145,1500
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,3,"False","18-21","21-16","21-8","Ruselli Hartawan","Brittney Tam","INA","CAN",60,45,8,6,2,1,7,6,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '8-12', '9-12', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '18-17', '18-18', '18-19', '18-20', '18-21']",5,2,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '8-4', '9-4', '9-5', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '15-9', '16-9', '16-10', '16-11', '17-11', '17-12', '17-13', '18-13', '18-14', '19-14', '19-15', '19-16', '20-16', '21-16']",6,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '8-1', '9-1', '10-1', '10-2', '11-2', '12-2', '12-3', '12-4', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '19-7', '19-8', '20-8', '21-8']",1574.47592436641,1385.29912957435,1601.0332415755,1370.9325870299
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-12","21-9","","Yue Han","Viktoriia Vorobeva","CHN","RUS",42,21,15,4,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '14-8', '14-9', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '19-11', '19-12', '20-12', '21-12']",13,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '7-0', '8-0', '9-0', '10-0', '11-0', '12-0', '13-0', '13-1', '13-2', '14-2', '15-2', '15-3', '15-4', '16-4', '16-5', '16-6', '16-7', '16-8', '17-8', '18-8', '18-9', '19-9', '20-9', '21-9']",,,,,"[]",1801.89624167426,1472.30202183181,1838.66854244322,1458.36101957712
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-19","21-16","","Mugdha Agrey","Soraya De Visch Eijbergen","IND","NED",42,35,7,4,4,0,7,4,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '8-3', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '11-7', '12-7', '12-8', '13-8', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '17-16', '18-16', '18-17', '19-17', '19-18', '20-18', '20-19', '21-19']",5,3,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '20-16', '21-16']",,,,,"[]",1340.4530115816,1493.54449208786,1302.06314965877,1484.84348941817
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","10-21","16-21","","Yu Po Pai","Natalie Chi","TPE","USA",26,42,3,8,0,6,3,8,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '2-9', '2-10', '2-11', '3-11', '4-11', '4-12', '4-13', '4-14', '5-14', '6-14', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '9-18', '9-19', '9-20', '10-20', '10-21']",3,5,0,4,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '11-12', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '16-20', '16-21']",,,,,"[]",1406.63518798965,1519.093342935,1399.29871111736,1529.81731097324
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","23-21","21-16","","Line Højmark Kjaersfeldt","Evgeniya Kosetskaya","DEN","RUS",44,37,4,5,5,0,3,3,3,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '12-13', '12-14', '12-15', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '17-17', '18-17', '19-17', '19-18', '19-19', '20-19', '20-20', '21-20', '21-21', '22-21', '23-21']",4,5,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",,,,,"[]",1688.90572734748,1325.80084173288,1730.87687924566,1310.58789085269
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-16","21-13","","Ying Li Chiang","Linda Zetchiri","TPE","BUL",42,29,7,5,3,0,5,5,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",7,3,2,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '9-8', '9-9', '10-9', '10-10', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '20-12', '20-13', '21-13']",,,,,"[]",1368.5363768591,1425.38209506643,1359.61331066124,1402.86837599464
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",0,1,"True","4-1","","","Lyanny Alessandra Mainaky","Xiaoxin Chen","INA","CHN",4,1,3,1,0,0,3,1,0,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1']",,,,,"",,,,,"",1355.08275547846,1751.11244417995,1351.21373955894,1811.10083035031
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-14","21-11","","Chia Hsin Lee","Chloe Birch","TPE","ENG",42,25,8,3,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '14-9', '15-9', '16-9', '16-10', '16-11', '17-11', '18-11', '18-12', '18-13', '18-14', '19-14', '20-14', '21-14']",5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '7-2', '7-3', '7-4', '7-5', '8-5', '9-5', '10-5', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '16-9', '17-9', '18-9', '19-9', '19-10', '19-11', '20-11', '21-11']",,,,,"[]",1310.70319531878,1566.64143912721,1293.89207688412,1584.80205294961
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,3,"False","21-18","21-23","21-11","Joy Xuan DENG","Kirsty Gilmour","CHN","SCO",63,52,8,6,6,2,4,6,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '19-15', '19-16', '19-17', '19-18', '20-18', '21-18']",5,5,4,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '10-12', '10-13', '11-13', '12-13', '12-14', '13-14', '13-15', '14-15', '15-15', '15-16', '16-16', '17-16', '18-16', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",8,2,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",1620.79015307983,1697.86414959572,1660.25822772598,1733.04063060041
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,3,"False","21-13","12-21","21-10","Shuo Yun Sung","Xuefei Qi","TPE","FRA",54,44,6,6,8,1,6,5,6,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '5-1', '6-1', '6-2', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '12-4', '13-4', '13-5', '14-5', '15-5', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '19-8', '20-8', '20-9', '20-10', '20-11', '20-12', '20-13', '21-13']",3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '3-6', '3-7', '3-8', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '12-21']",5,2,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '12-5', '12-6', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '17-8', '17-9', '18-9', '19-9', '20-9', '20-10', '21-10']",1432.45226720534,1624.64425891392,1425.76709773186,1648.88891840259
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,3,"False","22-20","8-21","21-10","Su Yu Chen","Yvonne Li","TPE","GER",51,51,6,10,3,1,6,7,2,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '15-12', '15-13', '15-14', '15-15', '15-16', '15-17', '16-17', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '20-20', '21-20', '22-20']",2,9,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '5-6', '5-7', '5-8', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '8-20', '8-21']",6,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '12-8', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']",1463.52624347224,1516.07853064039,1471.4762423228,1522.46072340085
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","8-21","15-21","","Sabrina Jaquet","Mia Blichfeldt","SUI","DEN",23,42,4,9,0,5,4,9,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '0-9', '1-9', '1-10', '1-11', '1-12', '1-13', '2-13', '2-14', '2-15', '2-16', '3-16', '4-16', '4-17', '4-18', '4-19', '5-19', '6-19', '7-19', '8-19', '8-20', '8-21']",3,9,0,4,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '6-15', '7-15', '8-15', '8-16', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '15-20', '15-21']",,,,,"[]",1512.02521076745,1646.48731465614,1510.20543215258,1687.3492734767
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",1,2,"False","21-14","21-7","","Xuerui Li","Ksenia Polikarpova","CHN","ISR",42,21,8,3,5,0,4,3,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '9-2', '9-3', '10-3', '10-4', '11-4', '11-5', '11-6', '11-7', '12-7', '12-8', '13-8', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '21-14']",8,2,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '5-1', '6-1', '6-2', '7-2', '7-3', '8-3', '9-3', '10-3', '11-3', '12-3', '13-3', '14-3', '15-3', '15-4', '15-5', '16-5', '17-5', '18-5', '19-5', '20-5', '20-6', '20-7', '21-7']",,,,,"[]",1842.92463883242,1238.82310521468,1890.85429398409,1190.14490779119
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","17-21","18-21","","Ga Eun Kim","Jia Min Yeo","KOR","SGP",35,42,4,6,0,4,2,6,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '8-8', '8-9', '8-10', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '11-15', '12-15', '12-16', '13-16', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '16-20', '17-20', '17-21']",4,5,0,2,"['0-0', '0-1', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '5-7', '6-7', '6-8', '6-9', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '14-18', '15-18', '15-19', '16-19', '17-19', '17-20', '18-20', '18-21']",,,,,"[]",1657.69538876193,1628.64766869822,1678.8411415803,1657.70267644786
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,2,"False","14-21","11-21","","Kate Foo Kune","Yanyan Cai","MRI","CHN",25,42,3,5,0,4,3,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '7-11', '7-12', '7-13', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '12-18', '13-18', '13-19', '13-20', '14-20', '14-21']",2,5,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '8-19', '9-19', '10-19', '10-20', '11-20', '11-21']",,,,,"[]",1450.06121988232,1676.87060217242,1445.30515828668,1690.76384227385
"Barcelona Spain Masters 2019","Barcelona","Spain","20-02-2019","HSBC BWF World Tour Super 300","WS","Round of 32",2,3,"False","13-21","21-18","8-21","Hyo Min Kim","Fitriani Fitriani","KOR","INA",42,60,5,8,4,5,3,8,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '0-7', '0-8', '1-8', '1-9', '1-10', '1-11', '2-11', '2-12', '3-12', '3-13', '3-14', '4-14', '5-14', '6-14', '6-15', '7-15', '8-15', '9-15', '9-16', '9-17', '10-17', '10-18', '10-19', '11-19', '11-20', '12-20', '13-20', '13-21']",5,5,4,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '10-6', '11-6', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '16-8', '17-8', '17-9', '18-9', '18-10', '18-11', '18-12', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']",2,7,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '3-9', '4-9', '4-10', '5-10', '5-11', '5-12', '5-13', '5-14', '5-15', '5-16', '5-17', '6-17', '6-18', '7-18', '7-19', '7-20', '8-20', '8-21']",1526.85420487489,1753.32163448614,1534.48474437998,1804.39367797112
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",1,3,"False","21-14","13-21","21-16","Mugdha Agrey","Natalie Chi","IND","USA",55,51,6,7,4,1,6,3,2,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '13-11', '14-11', '15-11', '16-11', '16-12', '16-13', '17-13', '18-13', '19-13', '20-13', '20-14', '21-14']",4,7,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '13-20', '13-21']",5,3,2,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '10-9', '11-9', '12-9', '12-10', '12-11', '13-11', '14-11', '15-11', '15-12', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '19-15', '20-15', '20-16', '21-16']",1391.36308657252,1543.83142232622,1369.98320117621,1560.02279096577
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",1,3,"False","21-23","21-18","21-15","Yue Han","Ruselli Hartawan","CHN","INA",63,56,5,4,4,2,3,3,2,2,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '5-9', '6-9', '7-9', '7-10', '8-10', '8-11', '8-12', '8-13', '9-13', '10-13', '11-13', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",4,3,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '14-11', '15-11', '15-12', '15-13', '15-14', '16-14', '16-15', '16-16', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '21-18']",5,4,1,0,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '16-11', '16-12', '16-13', '16-14', '17-14', '18-14', '18-15', '19-15', '20-15', '21-15']",1811.28610182795,1592.60614876727,1848.33787088031,1617.95804840545
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",1,2,"False","21-15","21-15","","Line Højmark Kjaersfeldt","Ying Li Chiang","DEN","TPE",42,30,5,3,6,0,3,2,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '9-8', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '20-15', '21-15']",5,3,4,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '20-12', '20-13', '20-14', '20-15', '21-15']",,,,,"[]",1696.82954405569,1410.3745187342,1738.35760171251,1412.03895018045
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",2,2,"False","16-21","17-21","","Xuerui Li","Jia Min Yeo","CHN","SGP",33,42,5,6,0,3,4,4,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '3-6', '3-7', '4-7', '4-8', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '16-20', '16-21']",5,6,0,2,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '16-18', '16-19', '16-20', '17-20', '17-21']",,,,,"[]",1845.08172992316,1667.6504935257,1892.52489825327,1706.30506572689
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",2,2,"False","14-21","15-21","","Su Yu Chen","Mia Blichfeldt","TPE","DEN",29,42,4,5,0,2,3,5,0,1,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '10-12', '11-12', '11-13', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '14-20', '14-21']",4,5,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '15-18', '15-19', '15-20', '15-21']",,,,,"[]",1504.93036785628,1669.21115015365,1516.15857290854,1712.60135170185
"Barcelona Spain Masters 2019","Barcelona","Spain","21-02-2019","HSBC BWF World Tour Super 300","WS","Round of 16",2,2,"False","14-21","19-21","","Fitriani Fitriani","Yanyan Cai","INA","CHN",33,42,4,4,0,3,3,4,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '10-9', '10-10', '11-10', '11-11', '11-12', '11-13', '11-14', '12-14', '12-15', '12-16', '13-16', '13-17', '14-17', '14-18', '14-19', '14-20', '14-21']",4,4,0,2,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '7-11', '8-11', '8-12', '9-12', '10-12', '10-13', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '13-17', '14-17', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '18-20', '19-20', '19-21']",,,,,"[]",1768.69731709642,1692.22249548367,1818.56299279759,1709.27682467931
